Organization Name,Emission Year,Facility Name,Source Name,Activity Type,Fuel Type,Fuel,End Use Sector,Technology,CO2e
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2002,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2002)",4.07224
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2004,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2004)",0
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2006),3.92734
California Public Employees' Retirement System,2013,h. Fresno Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,18.3506
California Public Employees' Retirement System,2013,i. Glendale Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,51.6486
California Public Employees' Retirement System,2013,j. Orange Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,26.39454
California Public Employees' Retirement System,2013,k. San Bernardino Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,35.37552
California Public Employees' Retirement System,2013,l. San Diego Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,30.29708
California Public Employees' Retirement System,2013,Lincoln Plaza South,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,76.98807
California Public Employees' Retirement System,2013,Lincoln Plaza South,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,18.48782
California Public Employees' Retirement System,2013,m.  Walnut Creek Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,17.83076
California Public Employees' Retirement System,2013,n. San Jose Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,17.17685
California Public Employees' Retirement System,2014,a. Lincoln Plaza North,R-134a Chillers,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,74.1
California Public Employees' Retirement System,2014,a. Lincoln Plaza North,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Liquid),All,Unspecified Technology,0.145889835
California Public Employees' Retirement System,2014,a. Lincoln Plaza North,Renewable Energy Certificates,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,0
California Public Employees' Retirement System,2014,a. Lincoln Plaza North,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,3.941624832
California Public Employees' Retirement System,2014,a. Lincoln Plaza North,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,117.3876132
California Public Employees' Retirement System,2014,b. Lincoln Plaza East/West,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Liquid),All,Unspecified Technology,0.260313235
California Public Employees' Retirement System,2014,b. Lincoln Plaza East/West,Renewable Energy Certificates,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,0
California Public Employees' Retirement System,2014,b. Lincoln Plaza East/West,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,6.949166696
California Public Employees' Retirement System,2014,b. Lincoln Plaza East/West,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,395.3633112
California Public Employees' Retirement System,2014,c. Emergency Operations Center,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,289.9348117
California Public Employees' Retirement System,2014,c. Emergency Operations Center,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,1.909224528
California Public Employees' Retirement System,2014,d. R Street Warehouse,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1.894388607
California Public Employees' Retirement System,2014,e. 5th and Q Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2.032125223
California Public Employees' Retirement System,2014,f. Front Street Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,24.87931395
California Public Employees' Retirement System,2014,g. Fleet Vehicles,R-134a Air Conditioning,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,6.9797
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Light Duty Trucks,Model Years 1996-2011,2.175868698
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1999,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1999)",0.965216706
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2005,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2005)",29.32963864
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006 Passenger,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2006),5.048208507
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2015,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2010)",1.875735787
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1998,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",0.156580788
California Science Center,2011,Offices,Purchased Gas,Stationary Combustion - Scope 1,Natural Gas,"Greater than 1,100 Btu / SCF",Commercial,Boilers,479.64139
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2002,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2002)",1.263184053
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2009 Passenger,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2009),12.55839525
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2001,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",4.691993048
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2007,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2007)",19.86943348
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2012,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2010)",6.260863606
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2006)",18.80555254
California Public Employees' Retirement System,2014,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2008,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2008)",18.4967187
California Public Employees' Retirement System,2014,h. Fresno Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,23.05167244
California Public Employees' Retirement System,2014,i. Glendale Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,47.90596105
California Public Employees' Retirement System,2014,j. Orange Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,24.48190359
California Public Employees' Retirement System,2014,k. San Bernardino Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,32.8120906
California Public Employees' Retirement System,2014,l. San Diego Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,24.5754565
California Public Employees' Retirement System,2014,Lincoln Plaza South,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,61.91962352
California Public Employees' Retirement System,2014,Lincoln Plaza South,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,6.3356436
California Public Employees' Retirement System,2014,m.  Walnut Creek Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,17.82864735
California Public Employees' Retirement System,2014,n. San Jose Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,17.17481353
California Public Employees' Retirement System,2014,West Sacramento Regional ,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,66.71088226
California Science Center,2010,Offices,Plant Ops Equipment (Gasoline),Mobile Combustion - Scope 1,Motor Gasoline,All,Non-Highway,Other Small Utility,2.00358
California Science Center,2010,Offices,Forklift & Custodial Equipment (Propane),Mobile Combustion - Scope 1,Alternative Fuels,Propane,All,Unspecified Technology,1.87384
California Science Center,2010,Offices,Pressure Washer (Diesel),Mobile Combustion - Scope 1,Diesel Fuel,All,Non-Highway,Other Large Utility,0.53051
California Science Center,2010,Offices,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,4045.52685
California Science Center,2010,Offices,Purchased Gas,Stationary Combustion - Scope 1,Natural Gas,"Greater than 1,100 Btu / SCF",Commercial,Boilers,599.45409
California Science Center,2010,Vehicle Fleet,State Vehicles - 2010 & 2011,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",6.73483
California Science Center,2011,Offices,Forklift & Custodial Equipment (Propane),Mobile Combustion - Scope 1,Alternative Fuels,Propane (Gas),All,Unspecified Technology,0.02281
California Science Center,2011,Offices,Plant Ops Equipment (Gasoline),Mobile Combustion - Scope 1,Motor Gasoline,All,Non-Highway,Other Small Utility,5.18447
California Science Center,2011,Vehicle Fleet,State Vehicles - 2010 & 2011,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",4.13561
California Science Center,2012,Offices,Plant Ops Equipment (Gasoline),Mobile Combustion - Scope 1,Alternative Fuels,Liquefied Petroleum Gas (LPG),Medium and Heavy-Duty Vehicles,Unspecified Technology,2.29733
California Science Center,2012,Offices,Pressure Washer (Diesel),Mobile Combustion - Scope 1,Diesel Fuel,All,Non-Highway,Other Large Utility,1.82002
California Science Center,2012,Offices,Forklift & Custodial Equipment (Propane),Mobile Combustion - Scope 1,Alternative Fuels,Propane (Gas),All,Unspecified Technology,3.69211
California Science Center,2012,Offices,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3711.1058
California Science Center,2012,Offices,Purchased Gas,Stationary Combustion - Scope 1,Natural Gas,"Greater than 1,100 Btu / SCF",Commercial,Boilers,414.53953
California Science Center,2012,Vehicle Fleet,Black Jeep - E400041,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",2.6357
California Science Center,2012,Vehicle Fleet,Ford Taurus - E409936,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2000),4.09044
California Science Center,2012,Vehicle Fleet,GMC Pick-Up Truck - E400047,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2005)",1.72362
California Science Center,2012,Vehicle Fleet,Purple Jeep,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",1.43764
California Science Center,2012,Vehicle Fleet,Toyota Prius,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,EPA Tier 2,0.82288
California Science Center,2013,Offices,Forklift & Custodial Equipment (Propane),Mobile Combustion - Scope 1,Alternative Fuels,Propane (Gas),All,Unspecified Technology,4.22074
California Science Center,2013,Offices,Plant Ops Equipment (Gasoline),Mobile Combustion - Scope 1,Alternative Fuels,Liquefied Petroleum Gas (LPG),Medium and Heavy-Duty Vehicles,Unspecified Technology,3.08293
California Science Center,2013,Offices,Pressure Washer (Diesel),Mobile Combustion - Scope 1,Diesel Fuel,All,Non-Highway,Other Large Utility,3.33967
California Science Center,2013,Offices,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3745.28471
California Science Center,2013,Offices,Purchased Gas,Stationary Combustion - Scope 1,Natural Gas,"Greater than 1,100 Btu / SCF",Commercial,Boilers,451.1803
California Science Center,2013,Vehicle Fleet,Ford Taurus - E409936,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2000),0.52327
California Science Center,2013,Vehicle Fleet,GMC Pick-Up Truck - E400047,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2005)",0.30988
California Science Center,2013,Vehicle Fleet,Black Jeep - E400041,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",0.61922
